tweet id,text,created at
1214607086543224833,@RGT_85 Probably Sleep and Detective Pikachu focused. With maybe a sprinkle of Sword and Shield DLC,2020-01-07 17:57:50+00:00
1214606882817617920,@RogersBase Sword and Shield dlc im calling it.,2020-01-07 17:57:01+00:00
1214606684368330753,"Pokémon Direct PREDICTIONS - Sword &amp; Shield DLC, Smash Bros Fighter, Gen 4 Remake, Spin-offs &amp; More! https://t.co/ueF7kv0eTZ",2020-01-07 17:56:14+00:00
1214605891137363968,"Pokémon Direct PREDICTIONS - Sword &amp; Shield DLC, Smash Bros Fighter, Gen 4 Remake, Spin-offs &amp; More!

https://t.co/sIJiZUGAjH

 . https://t.co/fmIXQeUYwR",2020-01-07 17:53:05+00:00
1214605607833161729,"@JoeMerrick Pie in the sky, sword and shield DLC of some kind.",2020-01-07 17:51:57+00:00
1214601149854162946,@Stealth40k I’m thinking Detective Pikachu 2 or Sword/Shield DLC,2020-01-07 17:34:14+00:00
1214597448582217728,@GotNintendo I'm ok with Sword &amp; Shield DLC. I'm tired of Sequel/Third versions.,2020-01-07 17:19:32+00:00
1214597315375308800,This I did not expect! Sword/Shield DLC? Gen 4 remakes? Pokémon Go info? New spinoff games? My mind is racing! https://t.co/cvqITZs9n8,2020-01-07 17:19:00+00:00
1214596650322321408,@Justin__jpeg sword and shield dlc and pokemon home are the most likely,2020-01-07 17:16:22+00:00
1214595457260933120,"@FGCpringles pokemon home and maybe a sword and shield dlc update thing because Nintendo is doing more of those

or pokemon max sword and max shield for £50 🗿",2020-01-07 17:11:37+00:00
1214594268926316544,@VCiPz Yah it’s going to be a port/remake of the 3Ds game which I still have in plastic wrap lol 😂 i meant to play it and never did ... heard it’s a gem though ... best case for real news maybe sword and shield dlc ? Worst case Pokémon home and sleep street dates,2020-01-07 17:06:54+00:00
1214593526228377600,"This is the longest Pokémon Direct ever, who’s hyped?!

My predictions:
- News on Pokémon Home and Sleep
- Pokemon Sword and Shield DLC and fixes
- Confirmation that Diamond and Pearl remakes being worked on (probably no release date)
- Maybe something on Pokémon GO and Masters https://t.co/JRPf3PCSa5",2020-01-07 17:03:57+00:00
1214592082544930822,I bet we are getting Pokemon sword and shield Dlc,2020-01-07 16:58:13+00:00
1214585476612530179,"@Ember_GN I'm guessing we'll get gen 2 Let's Go games, Sword/Shield DLC/updates, and probably some spin-off. Oh, and more mobile crap.

Diamond/Pearl remakes, maybe? Bet they change the Great Marsh into a ""Wild Area"" equivalent 😛",2020-01-07 16:31:58+00:00
1214583748395597825,"Well, it comes to my attention a Pokemon Direct has been announced! Here are my thoughts:

Gen 4 Remakes.
PMD Revival.
Sword &amp; Shield DLC.
Let's Go Johto Teaser.
Detective Pikachu 2 Game &amp; Movie Announcement. If i get any of those right, I'll eat some Baby Carrots!",2020-01-07 16:25:06+00:00
1214578371558023168,@NintendoAmerica SWORD AND SHIELD DLC PLZ,2020-01-07 16:03:44+00:00
1214577900814585857,@8bitAnarchist @ACH0N3y Another bomb like Sword and Shield (DLC no believe) or 4th gen! No have expectives for it,2020-01-07 16:01:51+00:00
1214577323942518784,"Interesting. Given the huge success of Detective Pikachu, a Switch remaster of the 3DS game has got to be a given.

Sword and Shield DLC seems likely too, as does more info on Pokemon Home and Sleep.

Would love a 'Let's Go' style 'Gold and Silver' remake though.... https://t.co/xjVgim62TT",2020-01-07 15:59:34+00:00
1214574899269898240,@NintendoAmerica Yooo Pokémon sword and shield DLC is coming omg bro’s we’re gonna get the national sexy back yey,2020-01-07 15:49:56+00:00
1214571456052551681,"I wouldn't get more hopes up for Gen 4 remakes or Sequel/Third versions of Sword and Shield. 

Sword &amp; Shield DLC is more likely than those two. https://t.co/sT5TcB0zXs",2020-01-07 15:36:15+00:00
1214570383560581122,"Im hoping for some sword and shield dlc, detective pikachu 2 and some info about Pokémon home and Pokémon sleep. What I don't want is a new main game whether it's remakes or a new let's go game, rushed development of yearly releases games hurt workers rights and fans expectations https://t.co/Anu0fhTBaT",2020-01-07 15:31:59+00:00
1214570164609531904,@sonicpulsar Exactly what I was thinking and maybe some future Sword and Shield DLC announced,2020-01-07 15:31:07+00:00
1214569766020636673,"pokemon direct leak:
- 10 minutes of pokemon home
- 5 minutes of pokemon sword/shield dlc
- 5 minutes of intelleon smash dlc with sakurai gameplay after the direct",2020-01-07 15:29:32+00:00
1214566068099792902,Sword and Shield DLC would seem kinda pointless when the next game is only 10 months away lol,2020-01-07 15:14:50+00:00
1214565491613634563,"Pokemon Direct Predictions
- Sword and Shield DLC that adds the national dex and the missing pokemon
- Detective Pikachu 2
- Whatever the fuck pokemon sleep was
- Teaser for a Diamond and Pearl Remake",2020-01-07 15:12:33+00:00
1214565118677147649,@Pokemon Plz be sword and shield DLC. I’d love story dlc that would be awesome and Pokémon is well suited to it.,2020-01-07 15:11:04+00:00
1214564906298527744,"wait I got it

Pokemon Sword &amp; Shield dlc that slowly reintroduces old pokemon",2020-01-07 15:10:13+00:00
1214564413216157696,or what if....... hmmmmm.... y'know.... Sword and Shield DLC????,2020-01-07 15:08:16+00:00
1214564162703020033,@ALinkToThePasty @NintendoUK Probably just about Pokemon Home -  some sort of Sword/Shield DLC would be awesome though,2020-01-07 15:07:16+00:00
1214564066745651206,"pokemon direct? already? well, enjoy your sword and shield DLC, i guess? https://t.co/sXssvFau5c",2020-01-07 15:06:53+00:00
1214564009975795713,@NintendoAmerica SWORD AND SHIELD DLC!!!!!,2020-01-07 15:06:40+00:00
1214563333665247238,"How mad would everyone be if the Pokemon Direct announced Sword and Shield DLC, but still not expanding out to a complete National Dex?

I doubt there will be any post launch content for SwSh, but it's fun to think about.",2020-01-07 15:03:58+00:00
1214562292907405320,Most likely Pokémon Home or Sword/Shield DLC. Can’t wait to transfer my shiny Machamp from UM https://t.co/xY0f8nCUNz,2020-01-07 14:59:50+00:00
1214562229070131200,"@aDrive_tK Honestly, I just want some Sword and Shield DLC",2020-01-07 14:59:35+00:00
1214561862961922048,@GenesisDoesX Sword shield DLC? 🤔🤔🤔,2020-01-07 14:58:08+00:00
1214561813515259904,"@InstantGamingDE pokemon sword and shield dlc maybe.

und ein diamond und pearl remake.",2020-01-07 14:57:56+00:00
1214561681990246400,"Things that will happen:
-Pokemon Home
-Pokemon Sleep

Things that might happen:
-Patch announcement for Sword Shield
-Some possible spinoff/mobile news (iffy on this)

Things that we want:
-D/P remake announcement 
-Sword/Shield DLC

What are you hoping to see on Thursday? https://t.co/vtI20qcnK8",2020-01-07 14:57:25+00:00
1214561437504270336,"If you're a Pokemon fan, great. I guess you're getting Sword and Shield dlc or something but I just don't care.",2020-01-07 14:56:26+00:00
1214560325741056006,@SerebiiNet Another bomb like Sword and Shield (DLC no way) or remake 4th gen? No have expectativas for this Pokemon Direct,2020-01-07 14:52:01+00:00
1214559212094623744,@chris_topha12 What’s the big deal w this? Sword and shield DLC or something?,2020-01-07 14:47:36+00:00
